short_ma,long_ma,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
40,45,22,1,5.009999999999991,0.028152393796358588,1.0,0.028152393796358588,7.0,0.08511641615089882,14.439999999999998,-0.056964022354540234,1
40,50,17,1,0.9199999999999875,0.005024851166093081,1.0,0.005024851166093081,7.0,0.06521235968059269,11.27000000000001,-0.06018750851449961,2
35,40,27,1,0.4399999999999977,0.002546001620182814,1.0,0.002546001620182814,3.0,0.03595948227349477,6.390000000000015,-0.033413480653311955,3
15,20,47,1,0.21999999999999886,0.0012371365911263421,1.0,0.0012371365911263421,15.0,0.03642607814435306,6.469999999999999,-0.035188941553226716,4
30,40,27,1,0.04999999999998295,0.00029472443265543546,1.0,0.00029472443265543546,4.0,0.03595948227349477,6.390000000000015,-0.035664757840839334,5
10,25,42,0,0.0,0.0,-1.0,,,0.022097607017933507,3.9799999999999898,-0.022097607017933507,6
15,35,32,0,0.0,0.0,-1.0,,,0.026199899659958836,4.700000000000017,-0.026199899659958836,7
10,30,37,0,0.0,0.0,-1.0,,,0.031836780449526314,5.680000000000007,-0.031836780449526314,8
15,30,37,0,0.0,0.0,-1.0,,,0.031836780449526314,5.680000000000007,-0.031836780449526314,9
5,55,12,0,0.0,0.0,-1.0,,,0.034445942908518656,6.1299999999999955,-0.034445942908518656,10
10,55,12,0,0.0,0.0,-1.0,,,0.034445942908518656,6.1299999999999955,-0.034445942908518656,11
15,55,12,0,0.0,0.0,-1.0,,,0.034445942908518656,6.1299999999999955,-0.034445942908518656,12
20,55,12,0,0.0,0.0,-1.0,,,0.034445942908518656,6.1299999999999955,-0.034445942908518656,13
25,55,12,0,0.0,0.0,-1.0,,,0.034445942908518656,6.1299999999999955,-0.034445942908518656,14
30,55,12,0,0.0,0.0,-1.0,,,0.034445942908518656,6.1299999999999955,-0.034445942908518656,15
35,55,12,0,0.0,0.0,-1.0,,,0.034445942908518656,6.1299999999999955,-0.034445942908518656,16
40,55,12,0,0.0,0.0,-1.0,,,0.034445942908518656,6.1299999999999955,-0.034445942908518656,17
45,55,12,0,0.0,0.0,-1.0,,,0.034445942908518656,6.1299999999999955,-0.034445942908518656,18
50,55,12,0,0.0,0.0,-1.0,,,0.034445942908518656,6.1299999999999955,-0.034445942908518656,19
5,40,27,0,0.0,0.0,-1.0,,,0.03595948227349477,6.390000000000015,-0.03595948227349477,20
15,40,27,0,0.0,0.0,-1.0,,,0.03595948227349477,6.390000000000015,-0.03595948227349477,21
20,40,27,0,0.0,0.0,-1.0,,,0.03595948227349477,6.390000000000015,-0.03595948227349477,22
25,40,27,0,0.0,0.0,-1.0,,,0.03595948227349477,6.390000000000015,-0.03595948227349477,23
5,50,17,0,0.0,0.0,-1.0,,,0.06521235968059269,11.27000000000001,-0.06521235968059269,24
10,50,17,0,0.0,0.0,-1.0,,,0.06521235968059269,11.27000000000001,-0.06521235968059269,25
15,50,17,0,0.0,0.0,-1.0,,,0.06521235968059269,11.27000000000001,-0.06521235968059269,26
20,50,17,0,0.0,0.0,-1.0,,,0.06521235968059269,11.27000000000001,-0.06521235968059269,27
25,50,17,0,0.0,0.0,-1.0,,,0.06521235968059269,11.27000000000001,-0.06521235968059269,28
30,50,17,0,0.0,0.0,-1.0,,,0.06521235968059269,11.27000000000001,-0.06521235968059269,29
35,50,17,0,0.0,0.0,-1.0,,,0.06521235968059269,11.27000000000001,-0.06521235968059269,30
45,50,17,0,0.0,0.0,-1.0,,,0.06521235968059269,11.27000000000001,-0.06521235968059269,31
5,45,22,0,0.0,0.0,-1.0,,,0.08511641615089882,14.439999999999998,-0.08511641615089882,32
