k_body,k_volume,price_zone_window,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
3.0,1.2,10,2508,3,100.18,0.8664980780821212,1.0,0.23392184806151306,720.3333333333334,1.091729835618772,128.18,-0.2252317575366507,1
3.0,1.5,5,2508,2,91.58000000000001,0.704609651668102,1.0,0.30631501790882576,930.0,1.091729835618772,128.18,-0.38712018395066994,2
3.0,1.5,7,2508,2,91.58000000000001,0.704609651668102,1.0,0.30631501790882576,930.0,1.091729835618772,128.18,-0.38712018395066994,3
3.0,1.5,10,2508,2,91.58000000000001,0.704609651668102,1.0,0.30631501790882576,930.0,1.091729835618772,128.18,-0.38712018395066994,4
3.0,1.2,7,2508,3,88.58000000000001,0.6895788289748113,1.0,0.1972187947471641,643.0,1.091729835618772,128.18,-0.40215100664396064,5
2.0,1.8,5,2508,2,73.92999999999998,0.5814902338377461,1.0,0.2576629071255201,604.0,1.091729835618772,128.18,-0.5102396017810258,6
2.0,1.8,7,2508,2,73.92999999999998,0.5814902338377461,1.0,0.2576629071255201,604.0,1.091729835618772,128.18,-0.5102396017810258,7
2.0,1.8,10,2508,2,73.92999999999998,0.5814902338377461,1.0,0.2576629071255201,604.0,1.091729835618772,128.18,-0.5102396017810258,8
1.2,2.0,5,2508,2,73.4,0.5758033498976283,1.0,0.25537467640278466,605.0,1.091729835618772,128.18,-0.5159264857211436,9
1.2,2.0,7,2508,2,73.4,0.5758033498976283,1.0,0.25537467640278466,605.0,1.091729835618772,128.18,-0.5159264857211436,10
