k_body,k_volume,price_zone_window,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
1.2,1.2,3,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,1
1.2,1.2,5,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,2
1.2,1.2,7,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,3
1.2,1.2,10,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,4
1.2,1.5,3,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,5
1.2,1.5,5,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,6
1.2,1.5,7,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,7
1.2,1.5,10,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,8
1.2,1.8,3,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,9
1.2,1.8,5,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,10
1.2,1.8,7,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,11
1.2,1.8,10,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,12
1.2,2.0,3,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,13
1.2,2.0,5,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,14
1.2,2.0,7,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,15
1.2,2.0,10,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,16
1.2,2.5,3,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,17
1.2,2.5,5,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,18
1.2,2.5,7,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,19
1.2,2.5,10,13,0,0.0,0.0,-1.0,,,0.02920919936047217,4.75,-0.02920919936047217,20
