Date,adaptive_band,ma_crossover,adaptive_volatility_band,fear_greed_candle_volume
2020-09-01,0.0011902829627223888,0.0,0.0011902829627223888,0.0
2020-09-02,-0.013131586057822275,-0.0,-0.0,-0.0
2020-09-03,-0.008104260212463132,-0.0,-0.008104260212463132,-0.0
2020-09-04,0.002760295903720955,0.0,0.0,0.0
2020-09-08,-0.0019268883505835221,-0.0,-0.0019268883505835221,-0.0
2020-09-09,0.00970820232776215,0.0,0.0,0.0
2020-09-10,-0.0032231630701994307,-0.0,-0.0032231630701994307,-0.0
2020-09-11,-5.480653293887805e-05,-0.0,-0.0,-0.0
2020-09-14,0.007892573307755502,0.0,0.007892573307755502,0.0
2020-09-15,-0.0,-0.0,-0.002392734787101003,-0.0
2020-09-16,0.0028345598255656856,0.0,0.0,0.0
2020-09-17,-0.0,-0.0,-0.005490025547643551,-0.0
2020-09-18,0.0013117621337996876,0.0,0.0,0.0
2020-09-21,-0.0,-0.0200873362445414,-0.0200873362445414,-0.0
2020-09-22,-0.004846256684492012,-0.0,-0.0,-0.0
2020-09-23,-0.021606493143017103,-0.0,-0.021606493143017103,-0.0
2020-09-24,0.0037187482121403548,0.0,0.0,0.0
2020-09-25,-0.0028499772001824297,-0.0,-0.0028499772001824297,-0.0
2020-09-28,0.010060592203041008,0.0,0.010060592203041008,0.0
2020-09-29,0.008432371250707504,0.0,0.0,0.0
2020-09-30,-0.006004826308996014,-0.0,-0.006004826308996014,-0.0
2020-10-01,0.008920505871725215,0.0,0.0,0.0
2020-10-02,-0.0008953553441521933,-0.0,-0.0008953553441521933,-0.0
2020-10-05,0.004872857622941762,0.0,0.004872857622941762,0.0
2020-10-06,-0.01176077141742371,-0.0,-0.0,-0.0
2020-10-07,-0.000451212633953868,-0.0,-0.000451212633953868,-0.0
2020-10-08,0.003554903509761953,0.0,0.003554903509761953,0.0
2020-10-09,0.01816137194264833,0.0,0.0,0.0
2020-10-12,-0.0,-0.0,-0.002871658935277299,-0.0
2020-10-13,-0.015728843597696107,-0.0,-0.015728843597696107,-0.0
2020-10-14,0.0030947557956335636,0.0,0.0,0.0
2020-10-15,0.0036461547091488633,0.0036461547091488633,0.0036461547091488633,0.0
2020-10-16,-0.0034652358596019006,-0.0034652358596019006,-0.0,-0.0
2020-10-19,0.0005047672462141772,0.0005047672462141772,0.0005047672462141772,0.0
2020-10-20,0.004820898032400933,0.004820898032400933,0.004820898032400933,0.0
2020-10-21,0.0,0.007531380753138084,0.0,0.0
2020-10-22,-0.009800664451827146,-0.009800664451827146,-0.009800664451827146,-0.0
2020-10-23,-0.0,-0.001062461555667582,-0.0,-0.0
2020-10-26,-0.0005038065382891865,-0.0005038065382891865,-0.0005038065382891865,-0.0
2020-10-27,0.0026323158779053557,0.0026323158779053557,0.0026323158779053557,0.0
2020-10-28,-0.0,-0.016143447659479504,-0.016143447659479504,-0.0
2020-10-29,-0.00414466587179918,-0.0,-0.0,-0.0
2020-10-30,0.004561003420752385,0.0,0.004561003420752385,0.0
2020-11-02,0.00970488081725307,0.0,0.0,0.0
2020-11-03,0.005677027710640159,0.0,0.005677027710640159,0.0
2020-11-04,-0.0,-0.0,-0.0,-0.0
2020-11-05,0.022984006263281564,0.0,0.022984006263281564,0.0
2020-11-06,0.0,0.0,0.0,0.0
2020-11-09,-0.04427097548992842,-0.0,-0.04427097548992842,-0.0
2020-11-10,0.0033127713045464358,0.0,0.0,0.0
2020-11-11,-0.004326539906637783,-0.0,-0.004326539906637783,-0.0
2020-11-12,0.0060606060606061,0.0,0.0060606060606061,0.0
2020-11-13,0.0068197317572173954,0.0,0.0,0.0
2020-11-16,-5.644615037248002e-05,-0.0,-5.644615037248002e-05,-0.0
2020-11-17,-0.003669206886819154,-0.0,-0.0,-0.0
2020-11-18,-0.005722379603399386,-0.0,-0.005722379603399386,-0.0
2020-11-19,-0.0018804490284347608,-0.0,-0.0,-0.0
2020-11-20,0.003025804978305624,0.0,0.003025804978305624,0.0
2020-11-23,-0.019693778814958263,-0.0,-0.019693778814958263,-0.0
2020-11-24,-0.015328340010451025,-0.0,-0.0,-0.0
2020-11-25,-0.0004717259272363217,-0.0,-0.0004717259272363217,-0.0
2020-11-27,-0.010146893988555283,-0.0,-0.0,-0.0
2020-11-30,-0.006675010429703865,-0.0,-0.006675010429703865,-0.0
