date,slot,signal,weight,recycled_capital
2024-01-02,0,0.03321826895740591,0.17955668052217608,0.022222222222222223
2024-01-03,1,0.06429670230016735,0.3475467806087082,0.022222222222222223
2024-01-04,2,0.045698002911036616,0.24701412706724174,0.022222222222222223
2024-01-05,3,0.04980722356447933,0.2692259413255775,0.022222222222222223
2024-01-08,4,0.049941750270398516,0.2699531065125234,0.022222222222222223
2024-01-09,5,0.06568047464577967,0.35502656738793886,0.022222222222222223
2024-01-10,6,0.07673880925791501,0.4148008397199661,0.022222222222222223
2024-01-11,7,0.12648216490927314,0.6836815520245303,0.022222222222222223
2024-01-12,8,0.10961761128093729,0.5925225794761703,0.022222222222222223
2024-01-16,9,0.08272730749010215,0.44717082459976865,0.022222222222222223
2024-01-17,10,0.0794327520693148,0.42936256866953204,0.022222222222222223
2024-01-18,11,0.059947559670889765,0.3240381018563053,0.022222222222222223
2024-01-19,12,0.047200724532644275,0.25513687742701374,0.022222222222222223
2024-01-22,13,0.038922282029200485,0.210388920881835,0.022222222222222223
2024-01-23,14,0.030181536559769698,0.16314205067939672,0.022222222222222223
2024-01-24,15,0.03589485759329206,0.19402460391696058,0.022222222222222223
2024-01-25,16,0.025770920020160147,0.13930108335132846,0.022222222222222223
2024-01-26,17,0.026688985951800887,0.1442635596139321,0.022222222222222223
2024-01-29,18,0.04491839521435073,0.24280006731879575,0.022222222222222223
2024-01-30,19,0.07342298204820481,0.39687760212669787,0.022222222222222223
2024-01-31,20,0.09240523152662267,0.49948348172743573,0.022222222222222223
2024-02-01,21,0.04317735986066494,0.2333891456003756,0.022222222222222223
2024-02-02,22,0.028857369517037025,0.15598445198107752,0.022222222222222223
2024-02-05,23,0.027309419970637842,0.14761722843539427,0.022222222222222223
2024-02-06,24,0.031103527511123344,0.16812574308398345,0.022222222222222223
2024-02-07,25,0.03250603550183798,0.1757068027575461,0.022222222222222223
2024-02-08,26,0.034846668679317766,0.1883587661758459,0.022222222222222223
2024-02-09,27,0.033967339317744524,0.1836056749942365,0.022222222222222223
2024-02-12,28,0.03941219793803884,0.21303709241776952,0.022222222222222223
2024-02-13,29,0.08046044877087935,0.43491763863880506,0.022222222222222223
2024-02-14,30,0.05321356095548478,0.28763841897309644,0.022222222222222223
2024-02-15,31,0.0532300878772477,0.28772775292408603,0.022222222222222223
2024-02-16,32,0.06924497256876974,0.37429395954497646,0.022222222222222223
2024-02-20,33,0.055620958597038625,0.30065126831116984,0.022222222222222223
2024-02-21,34,0.06825155774758489,0.3689241954581662,0.022222222222222223
2024-02-22,35,0.0736326208498684,0.3980107751822724,0.022222222222222223
2024-02-23,36,0.09018385040661299,0.4874761185323513,0.022222222222222223
