k_body,k_volume,price_zone_window,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
1.2,1.2,3,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,1
1.2,1.2,5,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,2
1.2,1.2,7,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,3
1.2,1.2,10,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,4
1.2,1.5,3,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,5
1.2,1.5,5,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,6
1.2,1.5,7,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,7
1.2,1.5,10,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,8
1.2,1.8,3,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,9
1.2,1.8,5,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,10
1.2,1.8,7,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,11
1.2,1.8,10,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,12
1.2,2.0,3,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,13
1.2,2.0,5,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,14
1.2,2.0,7,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,15
1.2,2.0,10,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,16
1.2,2.5,3,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,17
1.2,2.5,5,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,18
1.2,2.5,7,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,19
1.2,2.5,10,13,0,0.0,0.0,-1.0,,,0.0715916751208416,44.19998535156253,-0.0715916751208416,20
