date,slot,signal,weight,recycled_capital
2021-01-04,0,1.0,1.0,0.007692307692307693
2021-01-05,1,1.0,1.0,0.007692307692307693
2021-01-06,2,-0.2632288132813215,0.0,0.007692307692307693
2021-01-07,3,-0.810840915600644,0.0,0.007692307692307693
2021-01-08,4,-1.0,0.0,0.007692307692307693
2021-01-11,5,-1.0,0.0,0.007692307692307693
2021-01-12,6,-1.0,0.0,0.007692307692307693
2021-01-13,7,-1.0,0.0,0.007692307692307693
2021-01-14,8,-1.0,0.0,0.007692307692307693
2021-01-15,9,-1.0,0.0,0.007692307692307693
2021-01-19,10,-1.0,0.0,0.007692307692307693
2021-01-20,11,-0.9983478570990013,0.0,0.007692307692307693
2021-01-21,12,-0.5439522815408298,0.0,0.007692307692307693
2021-01-22,13,-0.9921841451943004,0.0,0.007692307692307693
2021-01-25,14,-0.8751706882110418,0.0,0.007692307692307693
2021-01-26,15,-1.0,0.0,0.007692307692307693
2021-01-27,16,-1.0,0.0,0.007692307692307693
2021-01-28,17,-1.0,0.0,0.007692307692307693
2021-01-29,18,-1.0,0.0,0.007692307692307693
2021-02-01,19,-0.5881739622522213,0.0,0.007692307692307693
2021-02-02,20,-1.0,0.0,0.007692307692307693
2021-02-03,21,-1.0,0.0,0.007692307692307693
2021-02-04,22,-1.0,0.0,0.007692307692307693
2021-02-05,23,-1.0,0.0,0.007692307692307693
2021-02-08,24,-1.0,0.0,0.007692307692307693
2021-02-09,25,-1.0,0.0,0.007692307692307693
2021-02-10,26,-0.4849256702139425,0.0,0.007692307692307693
2021-02-11,27,-1.0,0.0,0.007692307692307693
2021-02-12,28,-1.0,0.0,0.007692307692307693
2021-02-16,29,-1.0,0.0,0.007692307692307693
2021-02-17,30,-1.0,0.0,0.007692307692307693
2021-02-18,31,-1.0,0.0,0.007692307692307693
2021-02-19,32,-1.0,0.0,0.007692307692307693
2021-02-22,33,-1.0,0.0,0.007692307692307693
2021-02-23,34,-1.0,0.0,0.007692307692307693
2021-02-24,35,-1.0,0.0,0.007692307692307693
2021-02-25,36,-1.0,0.0,0.007692307692307693
2021-02-26,37,-1.0,0.0,0.007692307692307693
2021-03-01,38,-1.0,0.0,0.007692307692307693
2021-03-02,39,-1.0,0.0,0.007692307692307693
2021-03-03,40,-1.0,0.0,0.007692307692307693
2021-03-04,41,-1.0,0.0,0.007692307692307693
2021-03-05,42,-1.0,0.0,0.007692307692307693
2021-03-08,43,-1.0,0.0,0.007692307692307693
2021-03-09,44,-1.0,0.0,0.007692307692307693
2021-03-10,45,-1.0,0.0,0.007692307692307693
2021-03-11,46,-0.4217329747522934,0.0,0.007692307692307693
2021-03-12,47,-0.4013900702614851,0.0,0.007692307692307693
2021-03-15,48,0.3286198714494552,0.3286198714494552,0.007692307692307693
2021-03-16,49,0.5256317062386332,0.5256317062386332,0.007692307692307693
2021-03-17,50,1.0,1.0,0.007692307692307693
2021-03-18,51,-0.14994387745770335,0.0,0.007692307692307693
2021-03-19,52,0.2204669621350034,0.2204669621350034,0.007692307692307693
2021-03-22,53,0.15142025651825117,0.15142025651825117,0.007692307692307693
2021-03-23,54,-1.0,0.0,0.007692307692307693
2021-03-24,55,-1.0,0.0,0.007692307692307693
2021-03-25,56,-1.0,0.0,0.007692307692307693
2021-03-26,57,-1.0,0.0,0.007692307692307693
2021-03-29,58,-1.0,0.0,0.007692307692307693
2021-03-30,59,-1.0,0.0,0.007692307692307693
2021-03-31,60,-1.0,0.0,0.007692307692307693
2021-04-01,61,0.7783328246313799,0.7783328246313799,0.007692307692307693
2021-04-05,62,0.8123062995170783,0.8123062995170783,0.007692307692307693
2021-04-06,63,0.9649079840150263,0.9649079840150263,0.007692307692307693
2021-04-07,64,0.5913029034576818,0.5913029034576818,0.007692307692307693
2021-04-08,65,1.0,1.0,0.007692307692307693
2021-04-09,66,0.13284391095565992,0.13284391095565992,0.007692307692307693
2021-04-12,67,-1.0,0.0,0.007692307692307693
2021-04-13,68,0.2003958387450751,0.2003958387450751,0.007692307692307693
2021-04-14,69,-0.5769941252157377,0.0,0.007692307692307693
2021-04-15,70,1.0,1.0,0.007692307692307693
2021-04-16,71,1.0,1.0,0.007692307692307693
