rank,objective_value,w1,w2,w3,w4
1,0.40894418375131153,1.0,0.0,0.0,0.0
2,0.403797866183493,0.9800000000000001,0.02,0.0,0.0
3,0.4017931324806451,0.9800000000000001,0.0,0.0,0.019999999999999907
4,0.39973957635244717,0.9800000000000001,0.0,0.02,0.0
5,0.3986453246130406,0.9600000000000001,0.04,0.0,0.0
6,0.39664391488690603,0.9600000000000001,0.02,0.0,0.019999999999999907
7,0.3946332848851848,0.9600000000000001,0.0,0.0,0.039999999999999925
8,0.39458945106303,0.9600000000000001,0.02,0.02,0.0
9,0.3934865532527989,0.9400000000000001,0.06,0.0,0.0
10,0.39258467067432323,0.9600000000000001,0.0,0.02,0.019999999999999907
