Date,adaptive_band_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2021-01-04,1.0,1.0,1.0,2020-12-31,adaptive_band,130,1.0,182.33
2021-01-05,1.0,1.0,1.0,2020-12-31,adaptive_band,130,1.0,182.87
2021-01-06,-0.2632288132794005,-0.2632288132794005,0.0,2020-12-31,adaptive_band,130,1.0,179.9
2021-01-07,-0.81084091559931,-0.81084091559931,0.0,2020-12-31,adaptive_band,130,1.0,179.48
2021-01-08,-1.0,-1.0,0.0,2020-12-31,adaptive_band,130,1.0,173.34
2021-01-11,-1.0,-1.0,0.0,2020-12-31,adaptive_band,130,1.0,173.0
2021-01-12,-1.0,-1.0,0.0,2020-12-31,adaptive_band,130,1.0,174.12
2021-01-13,-1.0,-1.0,0.0,2020-12-31,adaptive_band,130,1.0,173.37
2021-01-14,-1.0,-1.0,0.0,2020-12-31,adaptive_band,130,1.0,173.28
2021-01-15,-1.0,-1.0,0.0,2020-12-31,adaptive_band,130,1.0,171.13
2021-01-19,-1.0,-1.0,0.0,2020-12-31,adaptive_band,130,1.0,172.58
2021-01-20,-0.9983478570982323,-0.9983478570982323,0.0,2020-12-31,adaptive_band,130,1.0,175.39
2021-01-21,-0.5439522815385006,-0.5439522815385006,0.0,2020-12-31,adaptive_band,130,1.0,175.28
2021-01-22,-0.9921841451901158,-0.9921841451901158,0.0,2020-12-31,adaptive_band,130,1.0,173.9
2021-01-25,-0.8751706882060508,-0.8751706882060508,0.0,2020-12-31,adaptive_band,130,1.0,174.05
2021-01-26,-1.0,-1.0,0.0,2020-12-31,adaptive_band,130,1.0,173.62
2021-01-27,-1.0,-1.0,0.0,2020-12-31,adaptive_band,130,1.0,172.52
2021-01-28,-1.0,-1.0,0.0,2020-12-31,adaptive_band,130,1.0,172.68
2021-01-29,-1.0,-1.0,0.0,2020-12-31,adaptive_band,130,1.0,172.61
2021-02-01,-1.0,-1.0,0.0,2021-01-29,adaptive_band,130,1.0,174.23
2021-02-02,-1.0,-1.0,0.0,2021-01-29,adaptive_band,130,1.0,172.11
2021-02-03,-1.0,-1.0,0.0,2021-01-29,adaptive_band,130,1.0,171.85
2021-02-04,-1.0,-1.0,0.0,2021-01-29,adaptive_band,130,1.0,168.15
2021-02-05,-1.0,-1.0,0.0,2021-01-29,adaptive_band,130,1.0,169.81
2021-02-08,-1.0,-1.0,0.0,2021-01-29,adaptive_band,130,1.0,171.52
