Date,adaptive_band_rank01_score,predicted_future_return,portfolio_weight,active_anchor_date,active_strategy_key,active_hold_days,prediction_scale,price
2021-01-04,1.0,1.0,1.0,2020-12-31,adaptive_band,45,1.0,182.33
2021-01-05,1.0,1.0,1.0,2020-12-31,adaptive_band,45,1.0,182.87
2021-01-06,-0.2632288132813215,-0.2632288132813215,0.0,2020-12-31,adaptive_band,45,1.0,179.9
2021-01-07,-0.810840915600644,-0.810840915600644,0.0,2020-12-31,adaptive_band,45,1.0,179.48
2021-01-08,-1.0,-1.0,0.0,2020-12-31,adaptive_band,45,1.0,173.34
2021-01-11,-1.0,-1.0,0.0,2020-12-31,adaptive_band,45,1.0,173.0
2021-01-12,-1.0,-1.0,0.0,2020-12-31,adaptive_band,45,1.0,174.12
2021-01-13,-1.0,-1.0,0.0,2020-12-31,adaptive_band,45,1.0,173.37
2021-01-14,-1.0,-1.0,0.0,2020-12-31,adaptive_band,45,1.0,173.28
2021-01-15,-1.0,-1.0,0.0,2020-12-31,adaptive_band,45,1.0,171.13
2021-01-19,-1.0,-1.0,0.0,2020-12-31,adaptive_band,45,1.0,172.58
2021-01-20,-0.9983478570990013,-0.9983478570990013,0.0,2020-12-31,adaptive_band,45,1.0,175.39
2021-01-21,-0.5439522815408298,-0.5439522815408298,0.0,2020-12-31,adaptive_band,45,1.0,175.28
2021-01-22,-0.9921841451943004,-0.9921841451943004,0.0,2020-12-31,adaptive_band,45,1.0,173.9
2021-01-25,-0.8751706882110418,-0.8751706882110418,0.0,2020-12-31,adaptive_band,45,1.0,174.05
2021-01-26,-1.0,-1.0,0.0,2020-12-31,adaptive_band,45,1.0,173.62
2021-01-27,-1.0,-1.0,0.0,2020-12-31,adaptive_band,45,1.0,172.52
2021-01-28,-1.0,-1.0,0.0,2020-12-31,adaptive_band,45,1.0,172.68
2021-01-29,-1.0,-1.0,0.0,2020-12-31,adaptive_band,45,1.0,172.61
2021-02-01,-0.5881739622522213,-0.5881739622522213,0.0,2020-12-31,adaptive_band,45,1.0,174.23
