rank,objective_value,w1,w2,w3,w4
1,0.1199939855758524,1.0,0.0,0.0,0.0
2,0.11673872872256272,0.9,0.1,0.0,0.0
3,0.11436956097074903,0.9,0.0,0.1,0.0
4,0.1133483255484257,0.8,0.2,0.0,0.0
5,0.11106176948667901,0.8,0.1,0.1,0.0
6,0.10982263816697027,0.7000000000000001,0.30000000000000004,0.0,0.0
7,0.1087278759911633,0.9,0.0,0.0,0.09999999999999998
8,0.10864979137015691,0.8,0.0,0.2,0.0
9,0.10616152577168811,0.6000000000000001,0.4,0.0,0.0
10,0.1053791539084318,0.8,0.1,0.0,0.09999999999999998
