ma_window,upper_k,lower_k,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
5,-0.4999999999999978,1.600000000000004,17,3,1.4399999999999977,0.008366470815856175,1.0,0.002783066464024042,4.333333333333333,-0.02121526576732391,-3.680000000000007,0.029581736583180085,1
5,-0.4999999999999978,1.7000000000000046,17,3,1.4399999999999977,0.008366470815856175,1.0,0.002783066464024042,4.333333333333333,-0.02121526576732391,-3.680000000000007,0.029581736583180085,2
5,-3.0,0.9000000000000035,17,6,1.2500000000000284,0.007321269684983811,0.6666666666666666,0.0012178319162452118,1.6666666666666667,-0.02121526576732391,-3.680000000000007,0.02853653545230772,3
5,-3.0,1.0000000000000036,17,6,1.2500000000000284,0.007321269684983811,0.6666666666666666,0.0012178319162452118,1.6666666666666667,-0.02121526576732391,-3.680000000000007,0.02853653545230772,4
5,-3.0,1.1000000000000032,17,6,1.2500000000000284,0.007321269684983811,0.6666666666666666,0.0012178319162452118,1.6666666666666667,-0.02121526576732391,-3.680000000000007,0.02853653545230772,5
5,-3.0,1.2000000000000037,17,6,1.2500000000000284,0.007321269684983811,0.6666666666666666,0.0012178319162452118,1.6666666666666667,-0.02121526576732391,-3.680000000000007,0.02853653545230772,6
5,-3.0,1.3000000000000043,17,6,1.2500000000000284,0.007321269684983811,0.6666666666666666,0.0012178319162452118,1.6666666666666667,-0.02121526576732391,-3.680000000000007,0.02853653545230772,7
5,-3.0,1.400000000000004,17,6,1.2500000000000284,0.007321269684983811,0.6666666666666666,0.0012178319162452118,1.6666666666666667,-0.02121526576732391,-3.680000000000007,0.02853653545230772,8
5,-2.9,0.9000000000000035,17,6,1.2500000000000284,0.007321269684983811,0.6666666666666666,0.0012178319162452118,1.6666666666666667,-0.02121526576732391,-3.680000000000007,0.02853653545230772,9
5,-2.9,1.0000000000000036,17,6,1.2500000000000284,0.007321269684983811,0.6666666666666666,0.0012178319162452118,1.6666666666666667,-0.02121526576732391,-3.680000000000007,0.02853653545230772,10
