short_ma,long_ma,num_rows,num_trades,total_pnl,total_return,win_rate,avg_trade_return,avg_holding_days,buy_hold_return,buy_hold_pnl,excess_vs_bh,rank
30,40,2478,40,78.76000000000002,0.7084897020577452,0.6,0.014509549935157327,42.475,0.5129254977520872,63.889999999999986,0.19556420430565802,1
55,145,2373,8,67.89000000000004,0.6089204676230984,0.75,0.06979417601856604,244.75,0.5281381771002271,65.13,0.08078229052287123,2
25,50,2468,25,62.13000000000011,0.5951196798672802,0.6,0.019978561184152765,67.84,0.4846765933979358,61.51999999999998,0.11044308646934442,3
40,55,2463,26,68.24999999999997,0.5868989928368451,0.46153846153846156,0.01982590003121334,67.84615384615384,0.5168222794591113,64.21,0.0700767133777338,4
45,50,2468,40,64.07999999999994,0.578733201388945,0.45,0.012403525062641496,44.825,0.4846765933979358,61.51999999999998,0.09405660799100923,5
50,55,2463,41,67.84000000000002,0.5661876183774333,0.43902439024390244,0.012029866017036088,43.36585365853659,0.5168222794591113,64.21,0.049365338918321955,6
45,55,2463,28,64.07099999999997,0.5499173975043743,0.4642857142857143,0.01753234475450678,64.0,0.5168222794591113,64.21,0.033095118045262994,7
45,190,2328,7,64.19000000000001,0.5475470929255959,0.7142857142857143,0.07199653731856807,273.42857142857144,0.6359927077003211,73.25999999999999,-0.08844561477472523,8
35,60,2458,19,65.19999999999999,0.5465404176017483,0.47368421052631576,0.025856325308519217,90.73684210526316,0.5090486867392696,63.56999999999999,0.0374917308624787,9
55,140,2378,7,62.479999999999976,0.5434969522432584,0.7142857142857143,0.0741967003737539,281.7142857142857,0.5170664949283528,64.22999999999999,0.026430457314905675,10
40,50,2468,29,62.39999999999998,0.5396209385843143,0.5517241379310345,0.01663619033123275,60.89655172413793,0.4846765933979358,61.51999999999998,0.054944345186378474,11
50,140,2378,9,61.29999999999997,0.5373024739870778,0.6666666666666666,0.0580800054673999,215.77777777777777,0.5170664949283528,64.22999999999999,0.020235979058724984,12
40,180,2338,8,60.45,0.5253328568723654,0.75,0.06147696556295568,236.75,0.5806911592014763,69.22999999999999,-0.055358302329110876,13
45,135,2383,9,59.95000000000002,0.5219799141703567,0.5555555555555556,0.05695504173965972,215.22222222222223,0.4932646592709984,62.249999999999986,0.028715254899358333,14
